timestamp,symbol,price,volume
1762871400000,AAPL,270.739990234375,1384132
1762871400000,MSFT,503.4590148925781,543208
1762871400000,GOOGL,289.0700988769531,865674
1762871700000,AAPL,271.2200927734375,498828
1762871700000,MSFT,503.64801025390625,119955
1762871700000,GOOGL,289.2699890136719,297616
1762872000000,AAPL,273.15509033203125,1120783
1762872000000,MSFT,505.1899108886719,143865
1762872000000,GOOGL,289.42999267578125,516723
1762872300000,AAPL,274.0799865722656,1243075
1762872300000,MSFT,504.44500732421875,128825
1762872300000,GOOGL,289.260009765625,235609
1762872600000,AAPL,273.9150085449219,1132261
1762872600000,MSFT,504.55999755859375,131986
1762872600000,GOOGL,289.3800048828125,201943
1762872900000,MSFT,504.6700134277344,126980
1762872900000,GOOGL,290.9200134277344,224970
1762872900000,AAPL,273.8399963378906,528686
1762873200000,GOOGL,289.43499755859375,385117
1762873200000,AAPL,272.7749938964844,507073
1762873200000,MSFT,504.5799865722656,82270
1762873500000,GOOGL,289.9601135253906,319118
1762873500000,AAPL,272.8800048828125,426525
1762873500000,MSFT,505.1050109863281,98548
1762873800000,GOOGL,289.93499755859375,178654
1762873800000,AAPL,273.385009765625,556888
1762873800000,MSFT,505.8800048828125,107139
1762874100000,GOOGL,289.5400085449219,149011
1762874100000,MSFT,505.6050109863281,113004
1762874100000,AAPL,273.1400146484375,382198
1762874400000,MSFT,505.13250732421875,91728
1762874400000,GOOGL,289.2799987792969,160940
1762874400000,AAPL,273.8500061035156,673077
1762874700000,MSFT,504.7294921875,108070
1762874700000,GOOGL,288.8351135253906,119230
1762874700000,AAPL,274.1000061035156,791182
1762875000000,MSFT,504.4800109863281,123243
1762875000000,GOOGL,288.83880615234375,127755
1762875000000,AAPL,274.1300048828125,439531
1762875300000,MSFT,504.1199951171875,90167
1762875300000,GOOGL,288.8800048828125,206654
1762875300000,AAPL,273.8299865722656,288252
1762875600000,GOOGL,288.6650085449219,177312
1762875600000,AAPL,273.1982116699219,456808
1762875600000,MSFT,503.7850036621094,92586
1762875900000,AAPL,273.3399963378906,291743
1762875900000,MSFT,503.19000244140625,104208
1762875900000,GOOGL,289.0400085449219,194012
1762876200000,AAPL,273.19000244140625,203184
1762876200000,MSFT,503.3297119140625,87294
1762876200000,GOOGL,288.6449890136719,124500
1762876500000,AAPL,272.9617004394531,451689
1762876500000,MSFT,503.06500244140625,69978
1762876500000,GOOGL,288.8299865722656,84105
1762876800000,MSFT,503.1000061035156,89135
1762876800000,GOOGL,288.8500061035156,108569
1762876800000,AAPL,273.2401123046875,230367
1762877100000,GOOGL,288.7200012207031,115137
1762877100000,AAPL,273.3900146484375,163249
1762877100000,MSFT,502.8599853515625,112115
1762877400000,GOOGL,288.92999267578125,106187
1762877400000,AAPL,273.2007141113281,213252
1762877400000,MSFT,502.6000061035156,65608
1762877700000,GOOGL,289.1600036621094,123833
1762877700000,AAPL,273.0400085449219,201085
1762877700000,MSFT,503.4591064453125,83501
1762878000000,GOOGL,289.5199890136719,106304
1762878000000,AAPL,273.0299987792969,208248
1762878000000,MSFT,504.04998779296875,91285
1762878300000,AAPL,272.5,305088
1762878300000,MSFT,503.45001220703125,81807
1762878300000,GOOGL,288.6000061035156,105771
1762878600000,MSFT,503.875,73066
1762878600000,GOOGL,288.5400085449219,111576
1762878600000,AAPL,272.4176940917969,285294
1762878900000,MSFT,503.5,49698
1762878900000,GOOGL,288.7300109863281,72486
1762878900000,AAPL,271.97808837890625,182834
1762879200000,MSFT,503.39898681640625,48440
1762879200000,GOOGL,288.7099914550781,71889
1762879200000,AAPL,271.875,206171
1762879500000,MSFT,503.6099853515625,37703
1762879500000,AAPL,272.0851135253906,218917
1762879500000,GOOGL,288.75,71420
1762879800000,AAPL,272.0790100097656,164289
1762879800000,MSFT,503.9700012207031,45763
1762879800000,GOOGL,288.8800048828125,61887
1762880100000,AAPL,271.95001220703125,146203
1762880100000,MSFT,504.17498779296875,41900
1762880100000,GOOGL,288.7850036621094,82340
1762880400000,AAPL,272.57720947265625,240480
1762880400000,MSFT,504.42999267578125,53992
1762880400000,GOOGL,289.1499938964844,96204
1762880700000,MSFT,504.4849853515625,60467
1762880700000,GOOGL,289.1700134277344,103021
1762880700000,AAPL,272.45001220703125,175225
1762881000000,GOOGL,289.20001220703125,82282
1762881000000,AAPL,272.5755920410156,158354
1762881000000,MSFT,505.1050109863281,93185
1762881300000,GOOGL,289.80999755859375,135743
1762881300000,AAPL,272.90509033203125,169002
1762881300000,MSFT,505.1700134277344,62715
1762881600000,GOOGL,289.7749938964844,136512
1762881600000,AAPL,273.57000732421875,336833
1762881600000,MSFT,505.0,55429
1762881900000,GOOGL,289.5400085449219,75772
1762881900000,MSFT,504.70001220703125,58673
1762881900000,AAPL,273.31500244140625,242012
1762882200000,MSFT,504.6841125488281,43476
1762882200000,GOOGL,289.5299987792969,69870
1762882200000,AAPL,273.41400146484375,204484
1762882500000,MSFT,504.44000244140625,44626
1762882500000,GOOGL,289.1300048828125,79093
1762882500000,AAPL,273.0899963378906,165445
1762882800000,MSFT,505.0899963378906,64733
1762882800000,GOOGL,289.2900085449219,69753
1762882800000,AAPL,273.5799865722656,165131
1762883100000,MSFT,505.4649963378906,45157
1762883100000,GOOGL,289.3207092285156,78431
1762883100000,AAPL,273.5799865722656,177669
1762883400000,GOOGL,289.3450012207031,64298
1762883400000,AAPL,273.55999755859375,207827
1762883400000,MSFT,505.1050109863281,45618
1762883700000,AAPL,273.8299865722656,339317
1762883700000,MSFT,505.2650146484375,41683
1762883700000,GOOGL,289.3450012207031,101714
1762884000000,AAPL,273.82000732421875,317259
1762884000000,MSFT,504.9949951171875,105733
1762884000000,GOOGL,289.0799865722656,80804
1762884300000,AAPL,274.1806945800781,187001
1762884300000,MSFT,504.96099853515625,40740
1762884300000,GOOGL,289.0199890136719,68270
1762884600000,AAPL,274.12701416015625,184864
1762884600000,GOOGL,288.8900146484375,68439
1762884600000,MSFT,505.3550109863281,33854
1762884900000,GOOGL,288.92498779296875,109662
1762884900000,AAPL,274.45001220703125,216584
1762884900000,MSFT,506.1400146484375,52657
1762885200000,GOOGL,289.1650085449219,76618
1762885200000,AAPL,274.3800048828125,207795
1762885200000,MSFT,506.44049072265625,82083
1762885500000,GOOGL,289.3299865722656,98015
1762885500000,AAPL,274.4800109863281,261390
1762885500000,MSFT,506.6300048828125,61809
1762885800000,AAPL,274.8699951171875,367780
1762885800000,MSFT,506.9649963378906,93342
1762885800000,GOOGL,289.2049865722656,87104
1762886100000,MSFT,506.9700012207031,68564
1762886100000,GOOGL,288.9696044921875,72068
1762886100000,AAPL,274.3699951171875,387424
1762886400000,MSFT,506.864990234375,51264
1762886400000,GOOGL,289.19000244140625,79241
1762886400000,AAPL,274.45001220703125,245377
1762886700000,MSFT,507.2950134277344,62415
1762886700000,GOOGL,289.3900146484375,101356
1762886700000,AAPL,274.5400085449219,141123
1762887000000,GOOGL,289.7196960449219,88378
1762887000000,AAPL,274.498291015625,170324
1762887000000,MSFT,507.7200012207031,73440
1762887300000,AAPL,274.4599914550781,169080
